category,journal_title,e_issn,impact_factor,impact_factor_raw
Computer Science,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,1095-9076,2.6,2.6
Computer Science,ACM Transactions on the Web,1559-114X,2.6,2.6
Computer Science,COMPUTATIONAL BIOLOGY AND CHEMISTRY,1476-928X,2.6,2.6
Computer Science,Computers,2073-431X,2.6,2.6
Computer Science,NEURAL PROCESSING LETTERS,1573-773X,2.6,2.6
Computer Science,COMPUTERS & GRAPHICS-UK,1873-7684,2.5,2.5
Computer Science,ACM Transactions on Management Information Systems,2158-6578,2.5,2.5
Computer Science,EURASIP Journal on Information Security,2510-523X,2.5,2.5
Computer Science,JOURNAL OF COMPUTER INFORMATION SYSTEMS,2380-2057,2.5,2.5
Computer Science,Applied Ontology,1875-8533,2.5,2.5
Computer Science,KNOWLEDGE AND INFORMATION SYSTEMS,0219-3116,2.5,2.5
Computer Science,ACM Transactions on Accessible Computing,1936-7236,2.5,2.5
Computer Science,International Journal of Computational Intelligence Systems,1875-6883,2.5,2.5
Computer Science,GRAPHICAL MODELS,1524-0711,2.5,2.5
Computer Science,International Journal of Web Information Systems,1744-0092,2.5,2.5
Computer Science,KYBERNETES,1758-7883,2.5,2.5
Computer Science,AI MAGAZINE,2371-9621,2.5,2.5
Computer Science,SoftwareX,2352-7110,2.4,2.4
Computer Science,International Journal of Software Science and Computational Intelligence-IJSSCI,1942-9037,2.4,2.4
Computer Science,SPEECH COMMUNICATION,1872-7182,2.4,2.4
Computer Science,Information,2078-2489,2.4,2.4
Computer Science,INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,1563-5104,2.4,2.4
Computer Science,International Journal of Information Security,1615-5270,2.4,2.4
Computer Science,International Journal of Information and Learning Technology,2056-4880,2.4,2.4
Computer Science,Multimodal Technologies and Interaction,2414-4088,2.4,2.4
Computer Science,Applied Computational Intelligence and Soft Computing,1687-9732,2.4,2.4
Computer Science,Frontiers in Computer Science,2624-9898,2.4,2.4
Computer Science,IEEE Transactions on Haptics,2329-4051,2.4,2.4
Computer Science,Journal of Internet Services and Applications,1869-0238,2.4,2.4
Computer Science,Array,2590-0056,2.3,2.3
Computer Science,IEEE MULTIMEDIA,1941-0166,2.3,2.3
Computer Science,Social Network Analysis and Mining,1869-5469,2.3,2.3
Computer Science,JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,1573-7675,2.3,2.3
Computer Science,JOURNAL OF THE ACM,1557-735X,2.3,2.3
Computer Science,Evolutionary Intelligence,1864-5917,2.3,2.3
Computer Science,Advances in Human-Computer Interaction,1687-5907,2.3,2.3
Computer Science,Proceedings of the ACM on Programming Languages-PACMPL,2475-1421,2.2,2.2
Computer Science,ACM TRANSACTIONS ON DATABASE SYSTEMS,1557-4644,2.2,2.2
Computer Science,ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,1557-7309,2.2,2.2
Computer Science,ACM SIGCOMM Computer Communication Review,1943-5819,2.2,2.2
Computer Science,ACM Transactions on Autonomous and Adaptive Systems,1556-4703,2.2,2.2
Computer Science,International Journal of Intelligent Computing and Cybernetics,1756-3798,2.2,2.2
Computer Science,Journal on Multimodal User Interfaces,1783-8738,2.2,2.2
Computer Science,CCF Transactions on Pervasive Computing and Interaction,2524-5228,2.2,2.2
Computer Science,REQUIREMENTS ENGINEERING,1432-010X,2.1,2.1
Computer Science,Journal of Web Semantics,1873-7749,2.1,2.1
Computer Science,ACM Transactions on Storage,1553-3093,2.1,2.1
Computer Science,Proceedings of the ACM on Measurement and Analysis of Computing Systems,2476-1249,2.1,2.1
Computer Science,JOURNAL OF MOLECULAR MODELING,0948-5023,2.1,2.1
Computer Science,Journal of Intelligent Systems,2191-026X,2.1,2.1
Computer Science,MACHINE TRANSLATION,1573-0573,2.1,2.1
Computer Science,Automated Software Engineering,1573-7535,2.0,2
Computer Science,Software and Systems Modeling,1619-1374,2.0,2
Computer Science,International Journal of Computers Communications & Control,1841-9844,2.0,2
Computer Science,NEW GENERATION COMPUTING,1882-7055,2.0,2
Computer Science,Foundations and Trends in Communications and Information Theory,1567-2328,2.0,2
Computer Science,JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,1532-7744,2.0,2
Computer Science,IEEE Journal on Exploratory Solid-State Computational Devices and Circuits,2329-9231,2.0,2
Computer Science,COMPUTER,1558-0814,2.0,2
Computer Science,ACM Transactions on Cyber-Physical Systems,2378-9638,2.0,2
Computer Science,Forensic Science International-Digital Investigation,2666-2817,2.0,2
Computer Science,PARALLEL COMPUTING,1872-7336,2.0,2
Computer Science,Computer Supported Cooperative Work-The Journal of Collaborative Computing and Work Practices,1573-7551,2.0,2
Computer Science,ACM TRANSACTIONS ON COMPUTER SYSTEMS,1557-7333,2.0,2
Computer Science,AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,1573-7454,2.0,2
Computer Science,Progress in Artificial Intelligence,2192-6360,2.0,2
Computer Science,Information Technology and Control,1392-124X,2.0,2
Computer Science,Journal of Membrane Computing,2523-8914,1.9,1.9
Computer Science,ACM Transactions on Applied Perception,1544-3965,1.9,1.9
Computer Science,Frontiers in Blockchain,2624-7852,1.9,1.9
Computer Science,Astronomy and Computing,2213-1345,1.9,1.9
Computer Science,IEEE Systems Man and Cybernetics Magazine,2333-942X,1.9,1.9
Computer Science,Intelligenza Artificiale,2211-0097,1.9,1.9
Computer Science,Information Visualization,1473-8724,1.8,1.8
Computer Science,Cryptography,2410-387X,1.8,1.8
Computer Science,Algorithms,1999-4893,1.8,1.8
Computer Science,International Journal on Document Analysis and Recognition,1433-2825,1.8,1.8
Computer Science,COMPUTATIONAL INTELLIGENCE,1467-8640,1.8,1.8
Computer Science,COMPUTING IN SCIENCE & ENGINEERING,1558-366X,1.8,1.8
Computer Science,IET Biometrics,2047-4946,1.8,1.8
Computer Science,ACM Transactions on Asian and Low-Resource Language Information Processing,2375-4702,1.8,1.8
Computer Science,Foundations of Computing and Decision Sciences,2300-3405,1.8,1.8
Computer Science,Service Oriented Computing and Applications,1863-2394,1.8,1.8
Computer Science,IACR Transactions on Symmetric Cryptology,2519-173X,1.7,1.7
Computer Science,Information Retrieval Journal,1573-7659,1.7,1.7
Computer Science,International Journal of Bio-Inspired Computation,1758-0374,1.7,1.7
Computer Science,International Journal of Computer Games Technology,1687-7055,1.7,1.7
Computer Science,Journal of Computer Languages,2665-9182,1.7,1.7
Computer Science,SOFTWARE QUALITY JOURNAL,1573-1367,1.7,1.7
Computer Science,IEEE Embedded Systems Letters,1943-0671,1.7,1.7
Computer Science,Genetic Programming and Evolvable Machines,1573-7632,1.7,1.7
Computer Science,IEEE Transactions on Games,2475-1510,1.7,1.7
Computer Science,Journal of Software-Evolution and Process,2047-7481,1.7,1.7
Computer Science,Communications of the Association for Information Systems,1529-3181,1.7,1.7
Computer Science,Language Resources and Evaluation,1574-0218,1.7,1.7
Computer Science,IEEE COMPUTER GRAPHICS AND APPLICATIONS,1558-1756,1.7,1.7
Computer Science,Natural Computing,1572-9796,1.7,1.7
Computer Science,JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,1362-3079,1.7,1.7
Computer Science,International Journal of Online and Biomedical Engineering,2626-8493,1.7,1.7
Computer Science,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,1875-8967,1.7,1.7
Computer Science,Argument & Computation,1946-2174,1.7,1.7
Computer Science,ADCAIJ-Advances in Distributed Computing and Artificial Intelligence Journal,2255-2863,1.7,1.7
Computer Science,Information Security Journal,1939-3547,1.6,1.6
Computer Science,Information and Computer Security,2056-4961,1.6,1.6
Computer Science,International Journal of Intelligent Engineering Informatics,1758-8723,1.6,1.6
Computer Science,International Journal of RF Technologies-Research and Applications,1754-5749,1.6,1.6
Computer Science,ARTIFICIAL LIFE,1530-9185,1.6,1.6
Computer Science,Collnet Journal of Scientometrics and Information Management,2168-930X,1.6,1.6
Computer Science,LIBRARY JOURNAL,N/A,1.6,1.6
Computer Science,SOFTWARE TESTING VERIFICATION & RELIABILITY,1099-1689,1.5,1.5
Computer Science,ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,1558-4593,1.5,1.5
Computer Science,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,1532-0634,1.5,1.5
Computer Science,ACM Journal of Data and Information Quality,1936-1955,1.5,1.5
Computer Science,COMPUTER JOURNAL,1460-2067,1.5,1.5
Computer Science,ACM Transactions on Architecture and Code Optimization,1544-3973,1.5,1.5
Computer Science,Journal of Computer Virology and Hacking Techniques,2263-8733,1.5,1.5
Computer Science,SCIENCE OF COMPUTER PROGRAMMING,1872-7964,1.5,1.5
Computer Science,Current Computer-Aided Drug Design,1875-6697,1.5,1.5
Computer Science,IET Software,1751-8814,1.5,1.5
Computer Science,International Journal of Fuzzy Logic and Intelligent Systems,2093-744X,1.5,1.5
Computer Science,Journal of Cryptographic Engineering,2190-8516,1.5,1.5
Computer Science,DISTRIBUTED AND PARALLEL DATABASES,1573-7578,1.5,1.5
Computer Science,ELECTRONIC LIBRARY,1758-616X,1.5,1.5
Computer Science,Journal of Data and Information Science,2543-683X,1.5,1.5
Computer Science,INFORMATION TECHNOLOGY AND LIBRARIES,2163-5226,1.5,1.5
Computer Science,IEEE Computer Architecture Letters,1556-6064,1.4,1.4
Computer Science,Proceedings of the ACM on Computer Graphics and Interactive Techniques,2577-6193,1.4,1.4
Computer Science,FORMAL ASPECTS OF COMPUTING,1433-299X,1.4,1.4
Computer Science,New Review of Hypermedia and Multimedia,1740-7842,1.4,1.4
Computer Science,International Journal of Enterprise Information Systems,1548-1123,1.4,1.4
Computer Science,REAL-TIME SYSTEMS,1573-1383,1.4,1.4
Computer Science,International Journal of Computational Science and Engineering,1742-7193,1.4,1.4
Computer Science,AI COMMUNICATIONS,1875-8452,1.4,1.4
Computer Science,Public Library Quarterly,1541-1540,1.4,1.4
Computer Science,JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE,1741-6477,1.4,1.4
Computer Science,COLLEGE & RESEARCH LIBRARIES,2150-6701,1.4,1.4
Computer Science,ARCHIVAL SCIENCE,1573-7500,1.4,1.4
Computer Science,Data Intelligence,2641-435X,1.3,1.3
Computer Science,JOURNAL OF DATABASE MANAGEMENT,1533-8010,1.3,1.3
Computer Science,Software Impacts,2665-9638,1.3,1.3
Computer Science,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,1741-3133,1.3,1.3
Computer Science,Mathematical Foundations of Computing,2577-8838,1.3,1.3
Computer Science,IET Information Security,1751-8717,1.3,1.3
Computer Science,IET Networks,2047-4962,1.3,1.3
Computer Science,DISTRIBUTED COMPUTING,1432-0452,1.3,1.3
Computer Science,International Journal of Networked and Distributed Computing,2211-7946,1.3,1.3
Computer Science,CCF Transactions on High Performance Computing,2524-4930,1.3,1.3
Computer Science,International Journal of Agricultural and Environmental Information Systems,1947-3206,1.3,1.3
Computer Science,International Journal of Innovative Computing Information and Control,1349-418X,1.3,1.3
Computer Science,Information Polity,1875-8754,1.3,1.3
Computer Science,Library Management,1758-7921,1.3,1.3
Computer Science,REFERENCE SERVICES REVIEW,2054-1716,1.3,1.3
Computer Science,Archives and Manuscripts,2164-6058,1.3,1.3
Computer Science,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,1860-4749,1.2,1.2
Computer Science,Computer Science and Information Systems,1820-0214,1.2,1.2
Computer Science,Journal of Electrical and Computer Engineering,2090-0155,1.2,1.2
Computer Science,Cybernetics and Information Technologies,1314-4081,1.2,1.2
Computer Science,e-Informatica Software Engineering Journal,2084-4840,1.2,1.2
Computer Science,INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS IN TECHNOLOGY,1741-5047,1.2,1.2
Computer Science,JOURNAL OF SCHOLARLY PUBLISHING,1710-1166,1.2,1.2
Computer Science,International Journal of Electronic Government Research,1548-3894,1.2,1.2
Computer Science,PUBLISHING RESEARCH QUARTERLY,1936-4792,1.2,1.2
Computer Science,South African Journal of Information Management,1560-683X,1.2,1.2
Computer Science,International Journal on Software Tools for Technology Transfer,1433-2787,1.1,1.1
Computer Science,JOURNAL OF HEURISTICS,1572-9397,1.1,1.1
Computer Science,Innovations in Systems and Software Engineering,1614-5054,1.1,1.1
Computer Science,JOURNAL OF FUNCTIONAL PROGRAMMING,1469-7653,1.1,1.1
Computer Science,Open Computer Science,2299-1093,1.1,1.1
Computer Science,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,1090-2724,1.1,1.1
Computer Science,Malaysian Journal of Computer Science,0127-9084,1.1,1.1
Computer Science,IET Computers and Digital Techniques,1751-861X,1.1,1.1
Computer Science,Journal of Object Technology,N/A,1.1,1.1
Computer Science,EAI Endorsed Transactions on Scalable Information Systems,2032-9407,1.1,1.1
Computer Science,ACM Transactions on Economics and Computation,2167-8383,1.1,1.1
Computer Science,CYBERNETICS AND SYSTEMS,1087-6553,1.1,1.1
Computer Science,International Journal of Applied Pattern Recognition,2049-8888,1.1,1.1
Computer Science,Digital Library Perspectives,2054-1694,1.1,1.1
Computer Science,JOURNAL OF INFORMATION & OPTIMIZATION SCIENCES,2169-0103,1.1,1.1
Computer Science,Information Resources Management Journal,1533-7979,1.1,1.1
Computer Science,Insights-The UKSG Journal,2048-7754,1.1,1.1
Computer Science,Review of Socionetwork Strategies,1867-3236,1.0,1
Computer Science,International Journal of Web and Grid Services,1741-1114,1.0,1
Computer Science,IEEE Revista Iberoamericana de Tecnologias del Aprendizaje-IEEE RITA,1932-8540,1.0,1
Computer Science,PERFORMANCE EVALUATION,1872-745X,1.0,1
Computer Science,International Journal on Information Technologies and Security,1313-8251,1.0,1
Computer Science,Journal of Information and Communication Technology-Malaysia,2180-3862,1.0,1
Computer Science,International Journal of Communication Networks and Distributed Systems,1754-3924,1.0,1
Computer Science,IT-Information Technology,2196-7032,1.0,1
Computer Science,INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,1793-6411,1.0,1
Computer Science,Journal of Usability Studies,1931-3357,1.0,1
Computer Science,International Journal on Artificial Intelligence Tools,1793-6349,1.0,1
Computer Science,Journal of the Australian Library and Information Association,2475-0166,1.0,1
Computer Science,Journal of Library Administration,1540-3564,1.0,1
Computer Science,IFLA JOURNAL-INTERNATIONAL FEDERATION OF LIBRARY ASSOCIATIONS,1745-2651,1.0,1
Computer Science,Revista Espanola de Documentacion Cientifica,1988-4621,1.0,1
Computer Science,"Advances in Computational Design, An International Journal",2466-0523,0.9,0.9
Computer Science,ACM Transactions on Parallel Computing,2329-4957,0.9,0.9
Computer Science,INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,1573-7640,0.9,0.9
Computer Science,International Journal of Modeling Simulation and Scientific Computing,1793-9615,0.9,0.9
Computer Science,Transactions on Data Privacy,2013-1631,0.9,0.9
Computer Science,COMPUTER ANIMATION AND VIRTUAL WORLDS,1546-427X,0.9,0.9
Computer Science,Theoretical Computer Science,1879-2294,0.9,0.9
Computer Science,SIGMOD RECORD,1943-5835,0.9,0.9
Computer Science,International Journal of Multimedia Data Engineering & Management,1947-8542,0.9,0.9
Computer Science,Journal of Advances in Information Technology,1798-2340,0.9,0.9
Computer Science,Scalable Computing-Practice and Experience,1895-1767,0.9,0.9
Computer Science,DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,1572-8080,0.9,0.9
Computer Science,Journal of Computer Security,1875-8924,0.9,0.9
Computer Science,INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,1793-6381,0.9,0.9
Computer Science,JOURNAL OF AUTOMATED REASONING,1573-0670,0.9,0.9
Computer Science,Intelligent Data Analysis,1571-4128,0.9,0.9
Computer Science,3C Tic,2254-6529,0.9,0.9
Computer Science,KYBERNETIKA,N/A,0.9,0.9
Computer Science,Journal of Web Librarianship,1932-2917,0.9,0.9
Computer Science,Journal of Information & Knowledge Management,1793-6926,0.9,0.9
Computer Science,Communications in Information Literacy,1933-5954,0.9,0.9
Computer Science,Journal of the Canadian Health Libraries Association,1708-6892,0.9,0.9
Computer Science,Journal of Information Processing Systems,2092-805X,0.8,0.8
Computer Science,International Journal of Image and Graphics,1793-6756,0.8,0.8
Computer Science,International Journal of Swarm Intelligence Research,1947-9271,0.8,0.8
Computer Science,International Journal of Web Services Research,1546-5004,0.8,0.8
Computer Science,International Journal of Information System Modeling and Design,1947-8194,0.8,0.8
Computer Science,ACM Transactions on Computation Theory,1942-3462,0.8,0.8
Computer Science,International Journal of Computational Intelligence and Applications,1757-5885,0.8,0.8
Computer Science,ISeCure-ISC International Journal of Information Security,2008-3076,0.8,0.8
Computer Science,Journal of Algorithms & Computational Technology,1748-3026,0.8,0.8
Computer Science,Records Management Journal,1758-7689,0.8,0.8
Computer Science,Journal of Business & Finance Librarianship,1547-0644,0.8,0.8
Computer Science,PORTAL-LIBRARIES AND THE ACADEMY,1530-7131,0.8,0.8
Computer Science,LIBRI-International Journal of Libraries and Information Studies,1865-8423,0.8,0.8
Computer Science,International Journal of E-Adoption,1937-9641,0.8,0.8
Computer Science,Cataloging & Classification Quarterly,1544-4554,0.8,0.8
Computer Science,International Journal of Public Administration in the Digital Age,2334-4539,0.8,0.8
Computer Science,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,0948-6968,0.7,0.7
Computer Science,International Journal of Unconventional Computing,1548-7202,0.7,0.7
Computer Science,FORMAL METHODS IN SYSTEM DESIGN,1572-8102,0.7,0.7
Computer Science,International Journal of Gaming and Computer-Mediated Simulations,1942-3896,0.7,0.7
Computer Science,Image Processing On Line,2105-1232,0.7,0.7
Computer Science,MODELING IDENTIFICATION AND CONTROL,1890-1328,0.7,0.7
Computer Science,Journal of Cases on Information Technology,1548-7725,0.7,0.7
Computer Science,Journal of Web Engineering,1544-5976,0.7,0.7
Computer Science,PROGRAMMING AND COMPUTER SOFTWARE,1608-3261,0.7,0.7
Computer Science,INFORMATION PROCESSING LETTERS,1872-6119,0.7,0.7
Computer Science,International Journal of Advanced Computer Science and Applications,2156-5570,0.7,0.7
Computer Science,International Journal of System Dynamics Applications,2160-9799,0.7,0.7
Computer Science,JOURNAL OF HIGH SPEED NETWORKS,1875-8940,0.7,0.7
Computer Science,PATTERN RECOGNITION AND IMAGE ANALYSIS,1555-6212,0.7,0.7
Computer Science,PRESENCE-Virtual and Augmented Reality,1531-3263,0.7,0.7
Computer Science,ACM Transactions on Modeling and Performance Evaluation of Computing Systems,2376-3647,0.7,0.7
Computer Science,COMPUTING AND INFORMATICS,1335-9150,0.7,0.7
Computer Science,Journal of Advanced Computational Intelligence and Intelligent Informatics,1883-8014,0.7,0.7
Computer Science,Neural Network World,N/A,0.7,0.7
Computer Science,EDUCATION FOR INFORMATION,1875-8649,0.7,0.7
Computer Science,RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,1865-8431,0.7,0.7
Computer Science,Informacios Tarsadalom,N/A,0.7,0.7
Computer Science,INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL,1368-1613,0.7,0.7
Computer Science,BiD-Textos Universitaris de Biblioteconomia i Documentacio,1575-5886,0.7,0.7
Computer Science,Journal of Computer Science & Technology,1666-6038,0.6,0.6
Computer Science,International Journal of Pervasive Computing and Communications,1742-738X,0.6,0.6
Computer Science,International Journal of Decision Support System Technology,1941-630X,0.6,0.6
Computer Science,International Journal of Parallel Emergent and Distributed Systems,1744-5779,0.6,0.6
Computer Science,International Journal of Information Systems in the Service Sector,1935-5696,0.6,0.6
Computer Science,International Journal of Intelligent Information Technologies,1548-3665,0.6,0.6
Computer Science,Communications in Information and Systems,2163-4548,0.6,0.6
Computer Science,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,1745-1361,0.6,0.6
Computer Science,INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,1793-6373,0.6,0.6
Computer Science,International Journal of Information Technology and Web Engineering,1554-1053,0.6,0.6
Computer Science,International Journal of Grid and High Performance Computing,1938-0267,0.6,0.6
Computer Science,Vietnam Journal of Computer Science,2196-8896,0.6,0.6
Computer Science,TEM Journal-Technology Education Management Informatics,2217-8333,0.6,0.6
Computer Science,Multiagent and Grid Systems,1875-9076,0.6,0.6
Computer Science,Theory of Computing,1557-2862,0.6,0.6
Computer Science,International Journal of Applied Metaheuristic Computing,1947-8291,0.6,0.6
Computer Science,ACM SIGecom Exchanges,1551-9031,0.6,0.6
Computer Science,International Journal of Software Innovation,2166-7179,0.6,0.6
Computer Science,International Journal of Cognitive Informatics and Natural Intelligence,1557-3966,0.6,0.6
Computer Science,International Journal of Digital Crime and Forensics,1941-6229,0.6,0.6
Computer Science,International Journal of Biometrics,1755-831X,0.6,0.6
Computer Science,Intelligent Decision Technologies-Netherlands,1875-8843,0.6,0.6
Computer Science,International Journal of Knowledge-Based and Intelligent Engineering Systems,1875-8827,0.6,0.6
Computer Science,Journal of Digital Forensics Security and Law,1558-7223,0.6,0.6
Computer Science,Annual Review of CyberTherapy and Telemedicine,2352-927X,0.6,0.6
Computer Science,Information & Culture,2166-3033,0.6,0.6
Computer Science,DESIDOC Journal of Library & Information Technology,0976-4658,0.6,0.6
Computer Science,Journal of Scientometric Research,2320-0057,0.6,0.6
